350	119.48
351	107.69
352	105.34
353	104.93
354	116.57
355	117.84
356	112.35
357	89.178
358	84.1
359	88.994
360	118.53
361	97.788
362	102.17
363	112.28
364	111.38
365	109.39
366	138.77
367	126.69
368	119.91
369	118.92
370	128.77
371	113.68
372	113.58
373	104.75
374	89.99
375	87.182
376	111.48
377	117.31
378	151.05
379	117.81
380	109.8
381	122.6
382	90.279
383	69.17
384	73.238
385	101.23
386	86.518
387	95.477
388	90.789
389	104.05
390	130.11
391	141.04
392	128.23
393	69.206
394	75.283
395	129.02
396	120.84
397	62.745
398	139.29
399	170.08
400	172.03
401	174.62
402	175.6
403	171.45
404	172.42
405	165.83
406	167.26
407	158.29
408	167.22
409	185.94
410	161.91
411	179.24
412	189.43
413	175.03
414	176.56
415	179.35
416	186.53
417	177.47
418	172.31
419	171.41
420	156.11
421	180.23
422	173.93
423	156.72
424	163.87
425	163.95
426	163.88
427	156.78
428	154.24
429	142.41
430	115.3
431	107.21
432	171.33
433	167.2
434	158.06
435	166.01
436	182.4
437	181.82
438	168.39
439	160.83
440	174.84
441	178.95
442	190.8
443	187.85
444	189.71
445	190.67
446	178.45
447	196.09
448	201.22
449	198.56
450	207.7
451	219.03
452	206.1
453	189.36
454	201.26
455	202.34
456	209.03
457	211.56
458	204.23
459	204.22
460	203.09
461	208.88
462	204.32
463	204.86
464	203.94
465	202.34
466	208.04
467	202.29
468	209.97
469	209
470	206.33
471	202.32
472	210.86
473	205.57
474	205.86
475	213.02
476	209.89
477	208.72
478	215.62
479	206.26
480	208.6
481	207.54
482	211.56
483	210.39
484	203.18
485	199.32
486	171.21
487	182.34
488	197.28
489	191.08
490	207.68
491	197.43
492	187.21
493	202.33
494	198.42
495	208.7
496	202.55
497	199.78
498	192.05
499	192.65
500	191.02
501	186.79
502	187.73
503	194.27
504	186.12
505	195.85
506	206.29
507	197.82
508	189.81
509	198.66
510	195.42
511	196.05
512	200.79
513	189
514	185.87
515	185.32
516	190.97
517	155.02
518	170.16
519	171.53
520	182.98
521	185.9
522	191.52
523	182.8
524	193.71
525	192.89
526	182.83
527	165.2
528	189.27
529	197.61
530	189.87
531	200.63
532	192.81
533	175.62
534	182.47
535	190.57
536	197.83
537	187.55
538	194.61
539	191.73
540	183.79
541	178.63
542	190.47
543	186.27
544	193.07
545	191.32
546	190.79
547	191.8
548	184.29
549	187.25
550	187.52
551	186.68
552	190.95
553	185.94
554	191.16
555	190.91
556	187.53
557	183.59
558	185.77
559	178.58
560	182.64
561	191.29
562	182.41
563	189.23
564	187.48
565	187.78
566	176.72
567	185.26
568	187.79
569	184.96
570	185.63
571	179.57
572	188.46
573	191.69
574	189.95
575	185.51
576	184.92
577	187.73
578	184.18
579	182.84
580	186.41
581	184.78
582	187.01
583	187.88
584	186.99
585	184.79
586	179.2
587	183.98
588	183.79
589	167.73
590	172.14
591	181.52
592	181.11
593	179.66
594	182.4
595	180.61
596	181.35
597	182.52
598	179.16
599	179.5
600	178.7
601	175.84
602	174.98
603	176.15
604	180.64
605	180.15
606	178.15
607	177.57
608	176.24
609	174.7
610	173.42
611	172.61
612	172.43
613	168.25
614	164.2
615	169.24
616	163.65
617	162.7
618	170.72
619	169.94
620	171.13
621	172.63
622	167.56
623	167.26
624	164.4
625	162.87
626	163.35
627	167.5
628	169.16
629	169.87
630	165.67
631	166.6
632	160.32
633	166.56
634	162.93
635	164.94
636	161.2
637	164.12
638	166.04
639	164.43
640	161.15
641	161.62
642	159.98
643	162.24
644	160.21
645	161.58
646	158.93
647	158.89
648	161.25
649	159.5
650	152.05
651	160.79
652	159.47
653	160.05
654	158.64
655	154.56
656	135.53
657	137.61
658	154.95
659	155.87
660	155.72
661	156.71
662	158.38
663	156.13
664	154.38
665	155.31
666	155.12
667	154.44
668	154.12
669	155.8
670	153.85
671	153.26
672	151.38
673	153.01
674	153.03
675	151.43
676	152.73
677	150.93
678	151.78
679	150.63
680	149.88
681	149.49
682	149.91
683	149.89
684	148.26
685	148.25
686	144.87
687	148.88
688	148.32
689	148.06
690	148.43
691	147.23
692	145.4
693	145.9
694	146.4
695	144.64
696	145.14
697	145.14
698	142.67
699	145.12
700	143.37
701	141.28
702	139.67
703	141.2
704	141.88
705	143.19
706	141.49
707	139.67
708	141.89
709	139.21
710	141
711	139.84
712	138.37
713	137.45
714	138.85
715	135.1
716	137.09
717	136.13
718	135.22
719	132.08
720	134.81
721	133.5
722	134.85
723	135.14
724	135.99
725	135.16
726	134.72
727	135.42
728	133.79
729	129.14
730	132.86
731	131.56
732	132.72
733	131.27
734	133.63
735	132.7
736	130.75
737	131.87
738	131.46
739	127.06
740	129.14
741	126.83
742	125.36
743	129.06
744	129.31
745	127.15
746	129.22
747	129.21
748	128.26
749	127.71
750	126.49
751	126.46
752	127.11
753	126.44
754	128.1
755	127.4
756	125.38
757	125.64
758	125.48
759	124.57
760	125.46
761	124.69
762	122.05
763	125.1
764	125.68
765	124.91
766	118.49
767	120.16
768	123.47
769	122.68
770	121.34
771	121.37
772	120.5
773	120.53
774	121.65
775	117.33
776	121.4
777	120.96
778	120.33
779	120.6
780	119.38
781	119.17
782	120.06
783	118.34
784	117.77
785	118.49
786	116.98
787	118.61
788	117.39
789	117.86
790	117.24
791	116.23
792	114.49
793	114.56
794	111.83
795	112.75
796	114.82
797	115.3
798	115.06
799	114.94
800	112.73
801	114.04
802	114.02
803	112.35
804	113.02
805	110.43
806	113
807	112.36
808	111.37
809	110.02
810	109.5
811	111.31
812	111.06
813	111.05
814	111.02
815	110.26
816	109.87
817	109.77
818	108.46
819	106.78
820	105.16
821	106.42
822	105.8
823	106.68
824	106.85
825	106.83
826	107.47
827	107.65
828	107.5
829	106.98
830	105.66
831	104.12
832	105.27
833	102.72
834	103.5
835	103.89
836	104.91
837	104.39
838	104.3
839	101.31
840	103.7
841	104.11
842	102.75
843	102.4
844	101.01
845	102.11
846	102.49
847	100.07
848	102.17
849	101.4
850	90.498
851	99.323
852	98.752
853	98.447
854	82.532
855	85.626
856	98.809
857	100.43
858	99.268
859	98.107
860	98.176
861	98.111
862	97.598
863	98.982
864	98.987
865	97.159
866	84.17
867	84.878
868	94.358
869	93.234
870	96.22
871	96.34
872	96.363
873	96.421
874	95.042
875	93.748
876	93.898
877	95.652
878	95.364
879	94.704
880	94.067
881	90.246
882	93.734
883	93.185
884	93.295
885	94.066
886	91.572
887	90.062
888	92.958
889	93.41
890	93.552
891	93.38
892	92.265
893	90.716
894	92.248
895	90.466
896	92.753
897	91.061
898	91.195
