Basename,Opt. Per.,N. Lines,Avg. Lon.,Avg. Lat.,Avg. Zen.,RDN,LOC,OBS,TIM,LBL,L0,Temperature,Beta Angle
M3G20090720T172120,OP2C,233,-16.786,-79.348,98.809,0,1,1,1,0,0,155.949997,31.58
M3G20090720T173631,OP2C,30251,167.715,15.291,50.188,1,1,1,1,1,1,155.7339935,31.62
M3G20090720T213701,OP2C,228,-19.243,-79.579,98.585,0,1,1,1,0,0,155.8779907,31.76
M3G20090720T214000,OP2C,30648,170.533,-17.963,51.202,1,1,1,1,1,1,155.6620026,31.76
M3G20090722T021504,OP2C,6200,157.823,74.842,77.634,1,1,1,1,1,1,155.2299957,32.9
M3G20090722T022534,OP2C,29338,-30.23,21.594,128.849,1,1,1,1,1,1,,
M3G20090728T125252,OP2C,231,-114.763,-79.507,98.223,0,1,1,1,0,0,165.9819946,39.01
M3G20090728T130752,OP2C,27154,62.815,8.15,51.491,1,1,1,1,1,1,164.9600067,39.05
M3G20090728T135355,OP2C,2995,65.253,80.152,82.319,1,1,1,1,1,1,162.7980042,39.05
M3G20090728T170832,OP2C,232,-117.411,-78.74,98.774,0,1,1,1,0,0,158.3220062,39.2
M3G20090728T171132,OP2C,17586,55.434,-49.947,62.053,1,1,1,1,1,1,158.2460022,39.2
M3G20090728T174122,OP2C,12742,60.477,24.071,47.112,1,1,1,1,1,1,157.6419983,39.25
M3G20090728T212422,OP2C,233,-119.928,-78.625,98.819,0,1,1,1,0,0,156.0220032,39.39
M3G20090728T213932,OP2C,1600,57.686,-54.23,63.178,1,1,1,1,1,1,155.7339935,39.39
M3G20090728T214215,OP2C,26649,58.139,15.015,52.455,1,1,1,1,1,1,155.6620026,39.39
M3G20090728T222751,OP2C,1569,60.663,82.844,84.477,0,1,1,1,0,0,155.4459992,39.43
M3G20090729T014012,OP2C,228,-122.183,-78.504,98.9,0,1,1,1,0,0,154.7979889,39.53
M3G20090729T014312,OP2C,12446,48.624,-62.655,69.982,0,1,1,1,0,0,154.7259979,39.53
M3G20090729T020421,OP2C,13322,55.63,0.183,42.935,1,1,1,1,1,1,154.5099945,39.58
M3G20090729T022657,OP2C,4656,55.847,43.503,56.072,1,1,1,1,1,1,154.4400024,39.58
M3G20090729T055602,OP2C,232,-124.704,-78.371,98.956,0,1,1,1,0,0,154.0200043,39.73
M3G20090729T061102,OP2C,1956,52.945,-54.031,63.205,1,1,1,1,1,1,154.0200043,39.73
M3G20090729T061427,OP2C,13379,53.193,-16.264,45.362,1,1,1,1,1,1,154.0200043,39.73
M3G20090729T063709,OP2C,13278,53.616,47.994,60.021,1,1,1,1,1,1,154.0200043,39.73
M3G20090729T065940,OP2C,1478,55.887,82.801,84.48,1,1,1,1,1,1,154.0200043,39.78
M3G20090729T101152,OP2C,233,-127.232,-78.249,99.002,0,1,1,1,0,0,153.7400055,39.91
M3G20090729T101452,OP2C,17411,46.274,-50.85,62.931,1,1,1,1,1,1,153.7400055,39.91
M3G20090729T104424,OP2C,12938,50.96,22.856,47.33,1,1,1,1,1,1,153.4600067,39.91
M3G20090729T142742,OP2C,228,-129.779,-78.127,99.044,0,1,1,1,0,0,153.5299988,40.06
M3G20090729T144242,OP2C,6464,48.366,-43.007,56.313,1,1,1,1,1,1,153.3200073,40.06
M3G20090729T145353,OP2C,12512,48.519,4.221,43.358,1,1,1,1,1,1,153.25,40.06
M3G20090729T151532,OP2C,10265,49.062,60.342,68.172,0,1,1,1,0,0,153.1800079,40.11
M3G20090729T184322,OP2C,228,-132.398,-77.516,99.45,0,1,1,1,0,0,153.0420075,40.2
M3G20090729T184620,OP2C,7573,35.076,-74.332,78.625,1,1,1,1,1,1,153.0420075,40.2
M3G20090729T185951,OP2C,18583,46.116,-9.04,47.353,1,1,1,1,1,1,153.0420075,40.24
M3G20090729T193219,OP2C,3203,46.239,45.516,57.811,0,1,1,1,0,0,153.1100006,40.24
M3G20090729T225910,OP2C,228,-134.993,-77.331,99.529,0,1,1,1,0,0,153.1800079,40.39
M3G20090729T231421,OP2C,11063,43.734,-31.161,50.831,0,1,1,1,0,0,153.0420075,40.39
M3G20090729T233354,OP2C,17394,43.881,39.886,57.001,0,1,1,1,0,0,152.9060059,40.39
M3G20090730T000410,OP2C,770,45.03,83.89,85.5,1,1,1,1,1,1,153.0420075,40.44
M3G20090730T031512,OP2C,229,-137.684,-77.814,99.084,0,1,1,1,0,0,152.8379974,40.59
M3G20090730T031812,OP2C,13139,38.287,-61.02,69.194,1,1,1,1,1,1,152.8379974,40.59
M3G20090730T034057,OP2C,11782,41.416,0.805,43.416,1,1,1,1,1,1,152.9060059,40.59
M3G20090730T040120,OP2C,4914,41.382,41.826,55.888,1,1,1,1,1,1,152.9060059,40.63
M3G20090730T073102,OP2C,229,-140.305,-77.707,99.098,0,1,1,1,0,0,152.6340027,40.72
M3G20090730T074602,OP2C,5695,39.129,-45.36,58.007,1,1,1,1,1,1,152.6340027,40.72
M3G20090730T075553,OP2C,11776,39.054,-1.812,43.629,1,1,1,1,1,1,152.6340027,40.72
M3G20090730T081634,OP2C,11841,38.988,57.06,66.477,1,1,1,1,1,1,152.6340027,40.77
M3G20090730T114642,OP2C,229,-142.923,-77.127,99.464,0,1,1,1,0,0,152.7019959,40.92
M3G20090730T114942,OP2C,3380,28.446,-84.909,87.085,1,1,1,1,1,1,152.5659943,40.92
M3G20090730T115533,OP2C,10080,36.841,-52.682,63.188,1,1,1,1,1,1,152.6340027,40.92
M3G20090730T121311,OP2C,4264,36.739,-16.28,43.886,1,1,1,1,1,1,152.4980011,40.92
M3G20090730T122111,OP2C,350,36.698,-3.102,41.166,1,1,1,1,1,1,152.4980011,40.92
M3G20090730T122229,OP2C,10834,36.601,26.576,49.246,1,1,1,1,1,1,152.4299927,40.92
M3G20090730T160232,OP2C,228,-145.519,-77.059,99.447,0,1,1,1,0,0,152.6340027,41.1
M3G20090730T161742,OP2C,12322,34.45,-28.67,50.558,1,1,1,1,1,1,152.4980011,41.1
M3G20090730T163918,OP2C,12646,34.174,33.982,53.263,1,1,1,1,1,1,152.3619995,41.1
M3G20090730T202434,OP2C,5674,32.569,-71.16,75.807,1,1,1,1,1,1,152.3619995,41.25
M3G20090730T203537,OP2C,3781,32.214,-44.338,57.459,1,1,1,1,1,1,152.3619995,41.25
M3G20090730T204211,OP2C,2589,32.12,-28.336,48.635,1,1,1,1,1,1,152.3619995,41.25
M3G20090730T204829,OP2C,280,32.055,-15.86,43.758,1,1,1,1,1,1,152.3619995,41.25
M3G20090730T204955,OP2C,17,32.038,-12.406,42.859,1,1,1,1,1,1,152.3619995,41.25
M3G20090730T205153,OP2C,12081,31.849,23.225,48.674,1,1,1,1,1,1,152.3619995,41.25
M3G20090731T003502,OP2C,228,-150.869,-79.414,97.559,0,1,1,1,0,0,152.5659943,41.39
M3G20090731T005012,OP2C,22173,29.642,-1.302,50.229,1,1,1,1,1,1,152.4299927,41.39
M3G20090731T012912,OP2C,7018,28.642,70.754,76.186,1,1,1,1,1,1,152.4299927,41.44
M3G20090731T045052,OP2C,228,-153.446,-79.372,97.534,1,1,1,1,1,1,152.2939911,41.58
M3G20090731T045352,OP2C,29939,32.359,-18.004,57.163,1,1,1,1,1,1,152.2939911,41.58
M3G20090731T090642,OP2C,228,-155.996,-79.351,97.496,0,1,1,1,0,0,152.4980011,41.77
M3G20090731T092152,OP2C,29553,24.647,15.537,56.571,1,1,1,1,1,1,152.3619995,41.77
M3G20090811T010552,OP2C,233,65.939,-76.237,98.062,0,1,1,1,0,0,147.5939941,51.93
M3G20090811T012112,OP2C,4906,-115.434,-48.631,65.947,1,1,1,1,1,1,147.5939941,51.93
M3G20090811T013030,OP2C,19645,-115.283,13.867,57.931,1,1,1,1,1,1,147.4680023,51.93
M3G20090811T020351,OP2C,4812,-114.676,72.673,79.854,1,1,1,1,1,1,147.5939941,51.98
M3G20090811T053041,OP2C,27116,-117.702,-13.676,61.475,1,1,1,1,1,1,147.5299988,52.12
M3G20090811T093803,OP2C,227,61.082,-76.001,98.1,0,1,1,1,0,0,147.5299988,52.26
M3G20090811T095313,OP2C,3412,-120.033,-53.003,68.222,1,1,1,1,1,1,147.4060059,52.26
M3G20090811T100003,OP2C,6837,-119.962,-25.039,56.777,1,1,1,1,1,1,147.3439941,52.31
M3G20090811T101138,OP2C,19188,-119.823,37.999,64.323,1,1,1,1,1,1,147.2819977,52.31
M3G20090811T135403,OP2C,233,58.662,-75.65,98.261,0,1,1,1,0,0,147.4060059,52.41
M3G20090811T135702,OP2C,20035,-105.799,-47.365,68.066,1,1,1,1,1,1,147.3439941,52.41
M3G20090812T065953,OP2C,233,49.193,-79.048,96.057,0,1,1,1,0,0,151.5460053,53.12
M3G20090812T071513,OP2C,29735,-131.507,15.052,63.862,1,1,1,1,1,1,151.0800018,53.12
M3G20090812T111603,OP2C,232,46.662,-78.993,96.032,0,1,1,1,0,0,148.8639984,53.27
M3G20090812T111903,OP2C,29964,-125.958,-18.801,64.573,0,1,1,1,0,0,148.7360077,53.27
M3G20090812T153213,OP2C,233,44.088,-78.951,95.99,0,1,1,1,0,0,147.8500061,53.45
M3G20090812T154723,OP2C,30055,-136.225,14.695,64.065,0,1,1,1,0,0,147.7220001,53.45
M3G20090812T194813,OP2C,232,41.502,-78.445,96.217,0,1,1,1,0,0,147.2819977,53.6
M3G20090812T195113,OP2C,1797,8.738,-87.573,88.933,0,1,1,1,0,0,147.2819977,53.6
M3G20090812T195416,OP2C,28749,-138.371,-14.982,63.344,0,1,1,1,0,0,147.2200012,53.6
M3G20090813T000433,OP2C,227,38.778,-78.945,95.835,0,1,1,1,0,0,146.8500061,53.78
M3G20090813T001943,OP2C,29964,-140.972,14.847,64.26,0,1,1,1,0,0,146.7299957,53.78
M3G20090813T042033,OP2C,171,36.205,-78.541,95.998,0,1,1,1,0,0,146.6699982,53.98
M3G20090813T042332,OP2C,30348,-134.216,-19.169,64.963,0,1,1,1,0,0,146.6100006,53.98
M3G20090813T125243,OP2C,232,31.087,-78.058,96.133,0,1,1,1,0,0,146.2400055,54.26
M3G20090813T125543,OP2C,19095,-131.945,-47.393,68.332,0,1,1,1,0,0,146.1800079,54.26
M3G20090813T132807,OP2C,11448,-148.014,26.591,60.076,0,1,1,1,0,0,146.1199951,54.31
M3G20090813T170853,OP2C,233,28.517,-78.116,96.029,0,1,1,1,0,0,146.1800079,54.46
M3G20090813T172403,OP2C,29689,-150.414,13.282,64.546,0,1,1,1,0,0,146.1800079,54.51
M3G20090813T212453,OP2C,233,26.043,-77.705,96.198,0,1,1,1,0,0,145.8760071,54.64
M3G20090813T212753,OP2C,2611,-31.253,-86.35,87.93,0,1,1,1,0,0,145.8139954,54.64
M3G20090813T213525,OP2C,26047,-152.268,-9.385,62.086,0,1,1,1,0,0,145.8139954,54.64
M3G20090814T014103,OP2C,233,23.597,-77.779,96.105,0,1,1,1,0,0,145.6900024,54.79
M3G20090814T015612,OP2C,4082,-154.101,-49.223,67.157,0,1,1,1,0,0,145.6300049,54.79
M3G20090814T020445,OP2C,338,-154.369,-34.039,60.776,0,1,1,1,0,0,145.6300049,54.84
M3G20090814T020525,OP2C,5848,-154.557,-18.758,56.818,0,1,1,1,0,0,145.6300049,54.84
M3G20090814T021520,OP2C,18684,-155.532,40.873,67.067,0,1,1,1,0,0,145.6300049,54.84
M3G20090814T055713,OP2C,232,21.087,-77.859,95.998,0,1,1,1,0,0,145.5099945,54.98
M3G20090814T060013,OP2C,3682,-66.404,-83.488,85.939,0,1,1,1,0,0,145.449997,54.98
M3G20090814T060756,OP2C,1954,-155.779,-67.299,76.269,0,1,1,1,0,0,145.3899994,54.98
M3G20090814T061121,OP2C,314,-156.087,-60.935,72.885,0,1,1,1,0,0,145.3899994,54.98
M3G20090814T061444,OP2C,21388,-157.112,0.218,60.089,0,1,1,1,0,0,145.3899994,54.98
M3G20090814T102823,OP2C,27478,-159.597,6.987,63.147,0,1,1,1,0,0,145.2700043,55.17
M3G20090814T111459,OP2C,2672,-134.547,79.147,84.821,0,1,1,1,0,0,145.449997,55.17
M3G20090815T073441,OP2C,232,6.359,-79.716,94.715,0,1,1,1,0,0,147.8500061,55.98
M3G20090815T074952,OP2C,27437,-167.64,10.617,64.397,0,1,1,1,0,0,147.5939941,55.98
M3G20090815T083731,OP2C,1981,295.368,82.699,86.983,0,1,1,1,0,0,147.1580048,56.03
M3G20090815T115051,OP2C,221,4.084,-79.751,94.678,0,1,1,1,0,0,146.1800079,56.17
M3G20090815T115352,OP2C,30012,-151.62,-17.248,66.054,0,1,1,1,0,0,146.1800079,56.17
M3G20090815T160702,OP2C,233,1.813,-79.771,94.649,0,1,1,1,0,0,145.6300049,56.36
M3G20090815T162202,OP2C,29977,-88.959,15.348,66.145,0,1,1,1,0,0,145.5700073,56.36
M3G20090815T202301,OP2C,233,-0.347,-79.293,94.893,0,1,1,1,0,0,145.2700043,56.5
M3G20090815T202602,OP2C,15730,-25.871,-54.202,71.545,0,1,1,1,0,0,145.2700043,56.5
M3G20090815T205242,OP2C,14918,25.383,19.966,61.151,0,1,1,1,0,0,145.2700043,56.5
M3G20090816T003923,OP2C,233,-2.774,-79.823,94.578,0,1,1,1,0,0,145.0319977,56.65
M3G20090816T005433,OP2C,30156,431.488,15.761,66.413,0,1,1,1,0,0,144.9160004,56.65
M3G20090816T045533,OP2C,232,-5.098,-79.813,94.557,0,1,1,1,0,0,144.8000031,56.84
M3G20090816T045833,OP2C,16140,279.982,-52.69,71.163,0,1,1,1,0,0,144.8000031,56.84
