Basename,Opt. Per.,N. Lines,Avg. Lon.,Avg. Lat.,Avg. Zen.,RDN,LOC,OBS,TIM,LBL,L0,Temperature,Beta Angle
M3G20090201T184911,OP1B,6561,51.441,37.662,57.597,1,1,1,1,1,1,153.4600067,44.97
M3G20090201T190019,OP1B,21429,50.644,-34.28,60.607,1,1,1,1,1,1,153.3899994,45.02
M3G20090201T201111,OP1B,283,-129.433,15.719,130.926,0,1,1,1,0,0,153.7400055,45.07
M3G20090201T203612,OP1B,27991,50.394,16.207,59.679,1,1,1,1,1,1,153.6699982,45.07
M3G20090201T220911,OP1B,278,-130.497,15.48,130.921,0,1,1,1,0,0,153.7400055,45.16
M3G20090201T224531,OP1B,28193,48.855,-18.391,60.285,1,1,1,1,1,1,153.5299988,45.16
M3G20090202T000712,OP1B,278,-131.566,15.27,130.903,0,1,1,1,0,0,153.7400055,45.21
M3G20090202T003211,OP1B,14440,48.923,51.583,66.109,1,1,1,1,1,1,153.6699982,45.21
M3G20090202T005641,OP1B,13752,47.821,-20.932,53.341,1,1,1,1,1,1,153.4600067,45.26
M3G20090202T020511,OP1B,283,-132.63,15.027,130.897,0,1,1,1,0,0,153.7400055,45.31
M3G20090202T024131,OP1B,19706,46.98,3.914,53.482,1,1,1,1,1,1,153.6000061,45.31
M3G20090202T031457,OP1B,8285,45.169,-68.054,75.797,1,1,1,1,1,1,153.6000061,45.35
M3G20090202T040311,OP1B,283,-133.696,14.79,130.886,0,1,1,1,0,0,153.8800049,45.4
M3G20090202T042831,OP1B,27992,46.285,16.235,59.829,1,1,1,1,1,1,153.8800049,45.4
M3G20090202T060111,OP1B,283,-134.765,14.556,130.871,0,1,1,1,0,0,153.6699982,45.45
M3G20090202T063731,OP1B,4338,45.283,43.932,60.705,1,1,1,1,1,1,153.5299988,45.45
M3G20090202T064453,OP1B,23652,44.12,-28.057,60.001,1,1,1,1,1,1,153.3899994,45.45
M3G20090202T080011,OP1B,283,-135.866,17.383,130.085,0,1,1,1,0,0,153.6000061,45.54
M3G20090202T082431,OP1B,5143,46.428,75.563,80.01,1,1,1,1,1,1,153.5299988,45.54
M3G20090202T083314,OP1B,16772,43.976,19.11,54.116,1,1,1,1,1,1,153.4600067,45.54
M3G20090202T090141,OP1B,6079,43.306,-39.65,59.227,1,1,1,1,1,1,153.3200073,45.59
M3G20090202T095812,OP1B,278,-136.939,17.14,130.078,0,1,1,1,0,0,153.7400055,45.59
M3G20090202T103351,OP1B,23539,42.595,-5.988,56.127,1,1,1,1,1,1,153.3899994,45.64
M3G20090202T111347,OP1B,4456,38.717,-78.004,82.37,1,1,1,1,1,1,153.4600067,45.64
M3G20090202T115511,OP1B,283,-137.975,13.83,130.821,0,1,1,1,0,0,153.6699982,45.69
M3G20090202T122051,OP1B,9312,43.48,64.234,72.897,1,1,1,1,1,1,153.4600067,45.69
M3G20090202T123639,OP1B,18679,41.518,-7.828,53.537,1,1,1,1,1,1,153.25,45.69
M3G20090202T135311,OP1B,283,-139.045,13.606,130.798,0,1,1,1,0,0,153.4600067,45.73
M3G20090202T142951,OP1B,26600,40.227,-13.451,58.923,1,1,1,1,1,1,153.25,45.78
M3G20090202T151458,OP1B,1587,31.005,-85.911,87.763,1,1,1,1,1,1,153.4600067,45.83
M3G20090202T155211,OP1B,283,-140.151,16.437,130.05,0,1,1,1,0,0,153.6000061,45.83
M3G20090202T161651,OP1B,25164,40.325,23.823,59.701,1,1,1,1,1,1,153.3899994,45.88
M3G20090202T165932,OP1B,2827,38.769,-48.18,63.807,1,1,1,1,1,1,153.1800079,45.88
M3G20090202T175011,OP1B,283,-141.224,16.224,130.031,0,1,1,1,0,0,153.5299988,45.92
M3G20090202T182612,OP1B,25329,38.185,-10.803,57.89,1,1,1,1,1,1,153.1800079,45.92
M3G20090202T190909,OP1B,2662,30.682,-82.756,85.687,1,1,1,1,1,1,153.3200073,45.97
M3G20090202T194811,OP1B,278,-142.296,15.99,130.017,0,1,1,1,0,0,153.4600067,45.97
M3G20090202T201251,OP1B,28194,38.18,16.449,60.311,1,1,1,1,1,1,153.25,46.02
M3G20090202T214612,OP1B,278,-143.369,15.791,129.993,0,1,1,1,0,0,153.4600067,46.07
M3G20090202T222211,OP1B,3407,37.062,46.003,61.908,1,1,1,1,1,1,153.1100006,46.11
M3G20090203T041059,OP1B,24777,33.287,7.35,57.348,1,1,1,1,1,1,153.0420075,46.35
M3G20090203T053811,OP1B,278,-147.678,15.068,129.854,0,1,1,1,0,0,153.25,46.4
M3G20090203T061431,OP1B,27997,30.751,-17.558,60.845,1,1,1,1,1,1,152.973999,46.4
M3G20090203T073612,OP1B,278,-148.755,14.903,129.815,0,1,1,1,0,0,153.0420075,46.44
M3G20090203T080104,OP1B,25882,32.41,22.807,60.208,1,1,1,1,1,1,153.0420075,46.49
M3G20090203T084457,OP1B,2379,29.841,-49.874,65.26,1,1,1,1,1,1,152.9060059,46.49
M3G20090203T133031,OP1B,282,-152.014,15.472,129.432,0,1,1,1,0,0,152.973999,46.68
M3G20090203T135512,OP1B,27613,29.177,18.425,60.62,1,1,1,1,1,1,152.973999,46.68
M3G20090203T144202,OP1B,573,26.346,-54.091,67.848,1,1,1,1,1,1,152.8379974,46.73
M3G20090203T152831,OP1B,283,-153.095,15.339,129.381,0,1,1,1,0,0,152.9060059,46.78
M3G20090203T160452,OP1B,18647,26.793,6.236,54.098,1,1,1,1,1,1,152.7700043,46.82
M3G20090203T163629,OP1B,9343,21.558,-65.754,75.318,1,1,1,1,1,1,152.7700043,46.82
M3G20090203T172632,OP1B,278,-154.177,15.203,129.331,0,1,1,1,0,0,152.9060059,46.87
M3G20090203T175131,OP1B,21030,27.492,34.704,61.169,1,1,1,1,1,1,152.7019959,46.87
M3G20090203T192432,OP1B,278,-155.261,15.084,129.274,0,1,0,0,0,0,152.8379974,46.92
M3G20090203T200051,OP1B,16822,24.754,11.289,53.771,0,1,0,0,0,0,152.6340027,46.97
M3G20090203T202923,OP1B,11369,18.585,-61.265,72.859,0,1,0,0,0,0,152.6340027,46.97
M3G20090204T091031,OP1B,283,-162.862,14.43,128.814,0,1,1,1,0,0,152.3619995,47.49
M3G20090204T094731,OP1B,27796,15.07,-17.95,61.684,1,1,1,1,1,1,152.1579895,47.49
M3G20090204T110831,OP1B,283,-163.941,14.348,128.752,0,1,1,1,0,0,152.3619995,47.54
M3G20090204T113332,OP1B,715,57.123,87.929,87.993,1,1,1,1,1,1,152.2939911,47.59
M3G20090204T113444,OP1B,19756,17.601,35.688,61.392,1,1,1,1,1,1,152.1579895,47.59
M3G20090204T120815,OP1B,7715,14.927,-35.129,59.119,1,1,1,1,1,1,152.0220032,47.59
M3G20090204T130632,OP1B,278,-165.018,14.244,128.695,0,1,1,1,0,0,151.9539948,47.64
M3G20090204T134332,OP1B,25638,14.228,-12.115,59.623,1,1,1,1,1,1,151.9539948,47.64
M3G20090204T142701,OP1B,2157,-1.119,-83.897,87.12,1,1,1,1,1,1,152.2259979,47.69
M3G20090204T150432,OP1B,278,-166.095,14.13,128.64,0,1,1,1,0,0,152.2259979,47.73
M3G20090204T152951,OP1B,23836,15.8,28.143,61.102,1,1,1,1,1,1,152.0899963,47.73
M3G20090204T161017,OP1B,4160,12.497,-44.073,63.161,1,1,1,1,1,1,152.0220032,47.78
M3G20090204T170231,OP1B,283,-167.169,14.017,128.588,0,1,1,1,0,0,152.2259979,47.78
M3G20090204T173931,OP1B,27796,11.015,-17.415,61.829,1,1,1,1,1,1,152.0899963,47.83
M3G20090204T190031,OP1B,283,-168.245,13.902,128.534,0,1,1,1,0,0,152.1579895,47.88
M3G20090204T192552,OP1B,18593,14.495,41.918,63.542,1,1,1,1,1,1,152.1579895,47.88
M3G20090204T233457,OP1B,4328,10.309,39.265,59.615,1,1,1,1,1,1,151.8860016,48.02
M3G20090204T234545,OP1B,2770,9.572,10.49,50.668,1,1,1,1,1,1,151.8860016,48.02
M3G20090204T235053,OP1B,38,9.395,1.925,49.956,1,1,1,1,1,1,151.8179932,48.02
M3G20090204T235142,OP1B,10591,8.611,-27.872,57.195,1,1,1,1,1,1,151.8860016,48.02
M3G20090205T005432,OP1B,278,-171.495,13.504,128.359,0,1,1,1,0,0,152.2259979,48.07
M3G20090205T013151,OP1B,17729,8.522,8.201,54.946,1,1,1,1,1,1,151.8860016,48.12
M3G20090205T020155,OP1B,10070,2.473,-63.663,74.83,0,1,1,1,0,0,151.8860016,48.17
M3G20090205T025231,OP1B,283,-172.571,13.342,128.311,0,1,1,1,0,0,152.1579895,48.17
M3G20090205T031811,OP1B,17229,10.372,45.048,64.584,0,1,1,1,0,0,152.0220032,48.21
M3G20090205T060017,OP1B,8678,0.261,-66.928,76.731,1,1,1,1,1,1,151.8860016,48.31
M3G20090205T064850,OP1B,277,-174.754,13.974,128.006,0,1,1,1,0,0,152.0899963,48.31
M3G20090205T071411,OP1B,15518,8.769,49.837,66.461,1,1,1,1,1,1,151.8179932,48.36
M3G20090205T074030,OP1B,12669,4.421,-22.781,56.403,1,1,1,1,1,1,151.6820068,48.36
M3G20090205T084631,OP1B,278,-175.813,12.796,128.166,0,1,1,1,0,0,152.0899963,48.4
M3G20090205T092400,OP1B,13197,4.455,20.129,55.128,1,1,1,1,1,1,151.6820068,48.45
M3G20090205T094623,OP1B,14530,0.419,-51.53,68.773,1,1,1,1,1,1,151.6820068,48.45
M3G20090205T104453,OP1B,283,-176.924,13.794,127.869,0,1,1,1,0,0,152.0220032,48.5
M3G20090205T111013,OP1B,13822,7.127,54.41,68.51,1,1,1,1,1,1,151.75,48.5
M3G20090205T113340,OP1B,14364,2.365,-18.177,55.927,1,1,1,1,1,1,151.6139984,48.55
M3G20090205T124253,OP1B,283,-178.009,13.622,127.815,0,1,1,1,0,0,151.9539948,48.55
M3G20090205T131953,OP1B,8738,2.57,32.352,57.749,1,1,1,1,1,1,151.6139984,48.59
M3G20090205T133443,OP1B,19252,-1.29,-39.922,64.731,1,1,1,1,1,1,151.5460053,48.59
M3G20090205T144053,OP1B,283,-179.096,13.452,127.759,0,1,1,1,0,0,151.8860016,48.64
M3G20090205T150614,OP1B,18238,4.272,43.452,64.568,1,1,1,1,1,1,151.4779968,48.69
M3G20090205T153710,OP1B,9948,-0.08,-29.181,58.092,1,1,1,1,1,1,151.4779968,48.69
M3G20090205T163853,OP1B,278,406.386,13.24,127.708,0,1,1,1,0,0,151.8179932,48.74
M3G20090205T171614,OP1B,16942,-0.166,10.608,55.437,1,1,1,1,1,1,151.4779968,48.74
M3G20090205T174458,OP1B,10851,-5.012,-61.275,73.737,1,1,1,1,1,1,151.4779968,48.78
M3G20090205T183654,OP1B,278,178.721,13.057,127.647,0,1,1,1,0,0,151.6139984,48.78
M3G20090205T190233,OP1B,18075,1.48,43.29,64.577,1,1,1,1,1,1,151.4779968,48.83
M3G20090205T193313,OP1B,10117,-2.276,-29.363,58.354,1,1,1,1,1,1,151.3440094,48.83
M3G20090205T203453,OP1B,283,177.626,12.855,127.587,0,1,1,1,0,0,151.5460053,48.88
M3G20090205T211213,OP1B,20730,-2.613,1.241,57.051,1,1,1,1,1,1,151.4100037,48.93
M3G20090205T214723,OP1B,7063,-8.401,-70.689,79.114,1,1,1,1,1,1,151.4100037,48.93
M3G20090205T223253,OP1B,283,176.53,12.66,127.524,0,1,1,1,0,0,151.4779968,48.97
M3G20090205T225833,OP1B,18877,-0.536,41.619,64.294,1,1,1,1,1,1,151.4779968,48.97
M3G20090205T233034,OP1B,9310,-4.517,-31.031,58.976,1,1,1,1,1,1,151.2120056,48.97
M3G20090206T003053,OP1B,278,175.392,12.462,127.42,0,1,1,1,0,0,151.4100037,49.02
M3G20090206T010833,OP1B,27796,-6.661,-17.659,62.935,1,1,1,1,1,1,151.2120056,49.07
M3G20090206T022853,OP1B,278,174.289,12.274,127.348,0,1,1,1,0,0,151.2779999,49.11
M3G20090206T025453,OP1B,5290,2.234,75.873,80.319,1,1,1,1,1,1,151.2120056,49.11
M3G20090206T030351,OP1B,22705,-5.86,3.927,58.424,1,1,1,1,1,1,151.1459961,49.16
M3G20090206T042653,OP1B,283,173.187,12.079,127.277,0,1,1,1,0,0,151.2120056,49.21
M3G20090206T050433,OP1B,1316,-5.606,51.051,66.073,1,1,1,1,1,1,151.0140076,49.21
M3G20090206T050647,OP1B,20157,-7.223,-4.268,57.321,1,1,1,1,1,1,151.0140076,49.21
M3G20090206T054058,OP1B,6326,-14.074,-72.854,80.581,1,1,1,1,1,1,151.0800018,49.26
M3G20090206T062453,OP1B,283,172.087,11.906,127.203,0,1,1,1,0,0,151.1459961,49.26
M3G20090206T065053,OP1B,28187,-6.355,17.423,62.809,1,1,1,1,1,1,151.1459961,49.26
M3G20090206T082313,OP1B,282,170.96,12.762,126.932,0,1,1,1,0,0,151.0800018,49.35
M3G20090206T084850,OP1B,19080,-5.837,41.247,64.526,1,1,1,1,1,1,151.0800018,49.35
M3G20090206T092112,OP1B,9112,-10.126,-31.435,59.58,0,1,1,1,0,0,150.8159943,49.4
M3G20090206T102110,OP1B,283,169.861,12.46,126.883,0,1,1,1,0,0,151.0140076,49.45
M3G20090206T105850,OP1B,27796,-12.204,-17.535,63.306,0,1,1,1,0,0,150.9479981,49.45
M3G20090206T121910,OP1B,283,168.761,12.31,126.806,0,1,1,1,0,0,151.0140076,49.49
M3G20090206T124510,OP1B,27991,-9.778,17.648,62.932,0,1,1,1,0,0,150.9479981,49.49
M3G20090206T141711,OP1B,278,167.661,12.148,126.731,0,1,1,1,0,0,150.9479981,49.59
M3G20090206T145451,OP1B,27796,-14.269,-17.17,63.402,0,1,1,1,0,0,150.75,49.59
M3G20090206T161511,OP1B,278,166.561,12.006,126.652,0,1,1,1,0,0,150.8820038,49.68
M3G20090206T164110,OP1B,28193,-11.776,17.504,63.17,0,1,1,1,0,0,150.75,49.68
M3G20090206T181310,OP1B,283,165.468,11.86,126.579,0,1,1,1,0,0,150.8159943,49.73
M3G20090206T185050,OP1B,1897,-13.297,50.073,65.933,0,1,1,1,0,0,150.6179962,49.73
M3G20090206T185403,OP1B,25902,-16.595,-21.724,63.324,1,1,1,1,1,1,150.552002,49.73
M3G20090206T201110,OP1B,283,164.372,11.732,126.501,0,1,1,1,0,0,150.75,49.83
M3G20090206T203710,OP1B,28188,-13.711,17.851,63.345,1,1,1,1,1,1,150.6179962,49.83
M3G20090206T220910,OP1B,283,163.278,11.604,126.424,0,1,1,1,0,0,150.552002,49.92
M3G20090206T222411,OP1B,19562,44.054,62.211,79.958,1,1,1,1,1,1,150.552002,49.92
M3G20090206T225721,OP1B,21791,-19.756,-33.037,64.479,1,1,1,1,1,1,150.4859924,49.92
M3G20090207T000651,OP1B,278,162.224,10.479,126.531,0,1,1,1,0,0,150.6179962,49.97
M3G20090207T003331,OP1B,27861,-16.381,17.995,63.32,1,1,1,1,1,1,150.6179962,49.97
M3G20090207T012046,OP1B,129,-19.755,-54.473,70.266,1,1,1,1,1,1,150.552002,50.02
M3G20090207T020451,OP1B,278,161.134,10.375,126.453,0,1,1,1,0,0,150.4859924,50.07
M3G20090207T022010,OP1B,6879,149.271,73.523,98.664,1,1,1,1,1,1,150.4859924,50.07
M3G20090207T044515,OP1B,18913,-20.449,-6.411,57.921,1,1,1,1,1,1,150.3540039,50.16
M3G20090207T060050,OP1B,283,158.961,10.162,126.301,0,1,1,1,0,0,150.4199982,50.21
M3G20090207T061610,OP1B,20314,38.456,60.933,79.454,1,1,1,1,1,1,150.4199982,50.21
M3G20090207T065039,OP1B,21029,-23.825,-34.454,64.889,1,1,1,1,1,1,150.2879944,50.21
M3G20090207T075850,OP1B,283,157.877,10.063,126.226,0,1,1,1,0,0,150.6179962,50.26
M3G20090207T082530,OP1B,7716,-14.744,70.405,77.457,1,1,1,1,1,1,150.3540039,50.31
M3G20090207T083836,OP1B,17408,-22.274,5.883,57.103,1,1,1,1,1,1,150.3540039,50.31
M3G20090207T090807,OP1B,3061,-23.775,-47.313,66.836,1,1,1,1,1,1,150.3540039,50.35
M3G20090207T095651,OP1B,278,156.795,9.96,126.154,0,1,1,1,0,0,150.552002,50.35
M3G20090207T101211,OP1B,3350,154.451,64.127,104.126,1,1,1,1,1,1,150.2220001,50.4
M3G20090207T101751,OP1B,31520,-3.802,24.574,67.016,1,1,1,1,1,1,,
M3G20090207T115451,OP1B,278,155.714,9.867,126.081,0,1,1,1,0,0,150.552002,50.45
M3G20090207T121011,OP1B,19167,39.467,63.356,81.127,1,1,1,1,1,1,150.2879944,50.45
M3G20090207T124241,OP1B,22188,-26.766,-31.074,64.494,1,1,1,1,1,1,150.1559906,50.45
M3G20090207T135251,OP1B,278,154.637,9.773,126.012,0,1,1,1,0,0,150.4859924,50.5
M3G20090207T141950,OP1B,1991,-8.971,84.318,85.571,1,1,1,1,1,1,150.2220001,50.55
M3G20090207T142313,OP1B,26005,-25.097,12.555,62.117,1,1,1,1,1,1,150.2879944,50.55
M3G20090207T155050,OP1B,283,153.562,9.669,125.947,0,1,1,1,0,0,150.4859924,50.59
M3G20090207T160610,OP1B,2879,151.417,62.579,104.907,1,1,1,1,1,1,150.2220001,50.64
M3G20090207T161103,OP1B,26197,0.875,39.986,68.606,1,1,1,1,1,1,150.2220001,50.64
M3G20090207T165529,OP1B,12479,-31.479,-57.188,72.848,1,1,1,1,1,1,150.1559906,50.64
M3G20090207T174850,OP1B,283,152.49,9.581,125.881,0,1,1,1,0,0,150.4199982,50.69
M3G20090207T181550,OP1B,13517,-23.576,55.22,70.097,1,1,1,1,1,1,150.2879944,50.69
M3G20090207T183846,OP1B,14474,-28.272,-16.974,58.15,1,1,1,1,1,1,150.0899963,50.69
M3G20090207T194651,OP1B,278,151.425,9.474,125.825,0,1,1,1,0,0,150.2879944,50.74
M3G20090207T200231,OP1B,24144,21.239,52.895,75.471,1,1,1,1,1,1,150.1559906,50.79
M3G20090207T204327,OP1B,11885,-29.728,-30.667,61.222,1,1,1,1,1,1,150.0240021,50.79
M3G20090207T210337,OP1B,5325,-37.576,-75.683,82.736,1,1,1,1,1,1,150.1559906,50.83
M3G20090207T214451,OP1B,278,150.356,9.382,125.763,0,1,1,1,0,0,150.3540039,50.83
M3G20090207T221151,OP1B,26272,-27.828,22.562,63.759,1,1,1,1,1,1,150.2220001,50.88
M3G20090207T225624,OP1B,1915,-31.416,-50.551,68.752,1,1,1,1,1,1,150.0899963,50.88
M3G20090207T234250,OP1B,283,149.292,9.268,125.707,0,1,1,1,0,0,150.2879944,50.88
M3G20090207T235830,OP1B,12203,67.833,74.236,90.762,1,1,1,1,1,1,150.2879944,50.88
M3G20090208T001912,OP1B,29157,-32.325,-13.435,64.747,1,1,1,1,1,1,150.0240021,50.93
M3G20090208T014050,OP1B,283,148.246,9.229,125.661,0,1,1,1,0,0,150.2879944,50.98
M3G20090208T020750,OP1B,6342,-24.51,73.93,79.713,1,1,1,1,1,1,150.1559906,51.03
M3G20090208T021836,OP1B,21849,-32.074,1.447,59.774,1,1,1,1,1,1,150.0240021,51.03
M3G20090208T033852,OP1B,278,147.181,9.195,125.595,0,1,1,1,0,0,150.0240021,51.07
M3G20090208T035432,OP1B,13423,57.227,72.838,89.079,1,1,1,1,1,1,150.0240021,51.07
M3G20090208T061844,OP1B,19421,-34.357,-4.679,58.909,1,1,1,1,1,1,149.8919983,51.17
M3G20090208T073452,OP1B,283,145.054,8.972,125.485,0,1,1,1,0,0,149.9579926,51.22
M3G20090208T075032,OP1B,10677,78.474,75.367,93.214,1,1,1,1,1,1,149.9579926,51.22
M3G20090208T080838,OP1B,30878,-36.683,-9.657,65.567,1,1,1,1,1,1,149.9579926,51.26
M3G20090208T093312,OP1B,283,143.973,9.866,125.291,0,1,1,1,0,0,150.0240021,51.31
M3G20090208T100012,OP1B,10291,-32.507,63.199,74.149,1,1,1,1,1,1,149.8919983,51.36
M3G20090208T101739,OP1B,17700,-36.575,-8.897,58.618,1,1,1,1,1,1,149.8259888,51.36
M3G20090208T113112,OP1B,278,142.912,9.737,125.241,0,1,1,1,0,0,149.8259888,51.41
M3G20090208T114652,OP1B,18767,26.31,63.908,81.544,1,1,1,1,1,1,149.8259888,51.41
M3G20090208T121842,OP1B,22587,-39.463,-30.881,65.133,1,1,1,1,1,1,149.6959992,51.41
M3G20090208T132850,OP1B,283,141.869,8.544,125.333,0,1,1,1,0,0,149.9579926,51.45
M3G20090208T135610,OP1B,20446,-36.399,37.405,65.229,1,1,1,1,1,1,149.8919983,51.45
M3G20090208T143051,OP1B,7549,-39.197,-34.999,62.388,1,1,1,1,1,1,149.6959992,51.5
M3G20090208T152651,OP1B,283,140.808,8.426,125.28,0,1,1,1,0,0,149.7599945,51.55
M3G20090208T154251,OP1B,10955,69.836,75.332,92.523,1,1,1,1,1,1,149.7599945,51.55
M3G20090208T160125,OP1B,30398,-40.582,-10.363,65.51,1,1,1,1,1,1,149.7599945,51.6
M3G20090208T172451,OP1B,277,139.748,8.282,125.231,0,1,1,1,0,0,149.8919983,51.64
M3G20090208T175211,OP1B,28187,-39.265,17.587,64.633,1,1,1,1,1,1,149.7599945,51.64
M3G20090208T192311,OP1B,277,138.67,9.171,125.049,0,1,1,1,0,0,149.7599945,51.69
M3G20090208T193851,OP1B,2800,137.162,62.979,104.523,1,1,1,1,1,1,149.7599945,51.69
M3G20090208T194335,OP1B,17650,-1.124,60.373,75.959,1,1,1,1,1,1,,
M3G20090208T201331,OP1B,17650,-42.297,-26.25,62.138,1,1,1,1,1,1,,
M3G20090208T204328,OP1B,3254,-49.419,-80.814,85.582,1,1,1,1,1,1,,
M3G20090208T212111,OP1B,278,137.607,9.037,124.996,0,1,1,1,0,0,149.8259888,51.79
M3G20090208T214811,OP1B,28187,-41.161,17.765,64.761,1,1,1,1,1,1,149.7599945,51.79
M3G20090208T231911,OP1B,283,136.541,8.892,124.942,0,1,1,1,0,0,149.6959992,51.83
M3G20090208T233450,OP1B,2850,135.127,62.851,104.563,1,1,1,1,1,1,149.6959992,51.83
M3G20090208T233940,OP1B,17625,-3.154,60.411,76.045,1,1,1,1,1,1,,
M3G20090209T000934,OP1B,17625,-44.43,-26.057,62.193,1,1,1,1,1,1,,
M3G20090209T003927,OP1B,3261,-50.852,-80.529,85.436,1,1,1,1,1,1,,
M3G20090209T011711,OP1B,283,135.466,8.705,124.883,0,1,1,1,0,0,149.7599945,51.93
M3G20090209T014431,OP1B,24639,-43.577,26.185,64.403,1,1,1,1,1,1,149.6320038,51.93
M3G20090209T022618,OP1B,3352,-45.792,-46.27,67.112,1,1,1,1,1,1,149.5039978,51.97
M3G20090209T031511,OP1B,277,134.4,8.542,124.831,0,1,1,1,0,0,149.5679932,52.02
M3G20090209T033051,OP1B,31961,-7.383,35.398,71.88,1,1,1,1,1,1,149.5679932,52.02
M3G20090209T042503,OP1B,9589,-49.705,-64.767,76.827,1,1,1,1,1,1,149.4400024,52.07
M3G20090209T051311,OP1B,278,133.333,8.385,124.776,0,1,1,1,0,0,149.6320038,52.07
M3G20090209T054031,OP1B,23299,-45.654,29.849,64.729,1,1,1,1,1,1,149.4400024,52.12
M3G20090209T062002,OP1B,4691,-47.787,-42.567,65.58,1,1,1,1,1,1,149.3760071,52.12
M3G20090209T071131,OP1B,278,132.253,9.237,124.596,0,1,1,1,0,0,149.4400024,52.16
M3G20090209T072710,OP1B,20229,11.832,61.026,80.184,1,1,1,1,1,1,149.4400024,52.16
M3G20090209T205752,OP1B,278,124.779,9.023,124.115,0,1,1,1,0,0,147.7860107,52.69
M3G20090209T212512,OP1B,27784,-55.159,17.339,65.186,1,1,1,1,1,1,147.7860107,52.73
M3G20090209T225552,OP1B,278,123.711,8.835,124.063,0,1,1,1,0,0,148.0360107,52.78
M3G20090209T233432,OP1B,27795,-57.057,-17.09,65.547,1,1,1,1,1,1,147.8500061,52.78
M3G20090210T005352,OP1B,283,122.664,8.824,124.012,0,1,1,1,0,0,148.1600037,52.83
M3G20090210T012132,OP1B,14165,-57.216,51.665,70.162,1,1,1,1,1,1,148.0980072,52.88
M3G20090210T014535,OP1B,13617,-57.941,-20.069,60.103,1,1,1,1,1,1,147.973999,52.88
M3G20090210T025152,OP1B,283,121.598,8.647,123.96,0,1,1,1,0,0,148.352005,52.93
M3G20090210T033052,OP1B,17119,-58.825,9.836,59.58,1,1,1,1,1,1,148.0980072,52.97
M3G20090210T035959,OP1B,10434,-59.55,-61.887,75.392,1,1,1,1,1,1,148.0980072,52.97
M3G20090210T044952,OP1B,283,120.532,8.487,123.906,0,1,1,1,0,0,148.4799957,53.02
M3G20090210T051732,OP1B,27300,-59.785,18.132,65.286,1,1,1,1,1,1,148.2879944,53.02
M3G20090210T060351,OP1B,486,-60.241,-53.793,70.897,1,1,1,1,1,1,148.2879944,53.07
M3G20090210T064812,OP1B,283,119.46,9.318,123.739,0,1,1,1,0,0,148.5439911,53.07
M3G20090210T072652,OP1B,21032,-61.032,0.027,61.037,1,1,1,1,1,1,148.352005,53.12
M3G20090210T080318,OP1B,41,-61.303,-57.269,72.637,1,1,1,1,1,1,148.4160004,53.17
M3G20090210T093444,OP1B,3659,-62.049,15.11,57.143,1,1,1,1,1,1,148.2879944,53.21
M3G20090210T094056,OP1B,11836,-62.201,-24.976,61.008,1,1,1,1,1,1,148.352005,53.21
M3G20090210T104412,OP1B,278,117.322,8.921,123.636,0,1,1,1,0,0,148.6719971,53.26
M3G20090210T112252,OP1B,27617,-63.251,-16.68,65.671,1,1,1,1,1,1,148.6719971,53.26
M3G20090210T124212,OP1B,97,116.254,8.553,123.603,1,1,1,1,1,1,148.6080017,53.31
M3G20090210T132052,OP1B,12410,-64.185,22.875,60.412,1,1,1,1,1,1,148.6080017,53.36
M3G20090210T144012,OP1B,283,115.183,8.5,123.533,0,1,1,1,0,0,148.7360077,53.41
M3G20090210T151912,OP1B,18302,-65.306,6.84,60.257,1,1,1,1,1,1,148.4799957,53.45
M3G20090210T155054,OP1B,7384,-65.47,-61.686,75.179,1,1,1,1,1,1,148.4799957,53.45
M3G20090210T171205,OP1B,24139,-66.385,7.553,63.032,1,1,1,1,1,1,148.4799957,53.5
M3G20090210T183632,OP1B,283,113.043,9.121,123.317,0,1,1,1,0,0,148.7360077,53.55
M3G20090210T191512,OP1B,27795,-67.441,-17.337,66.05,1,1,1,1,1,1,148.4799957,53.6
M3G20090210T203432,OP1B,277,111.967,8.909,123.26,0,1,1,1,0,0,148.8000031,53.65
M3G20090210T210152,OP1B,27991,-68.594,16.881,65.946,1,1,1,1,1,1,148.5439911,53.69
M3G20090210T223232,OP1B,278,110.894,8.704,123.205,0,1,1,1,0,0,148.8000031,53.74
M3G20090210T231132,OP1B,15306,-69.61,14.397,60.13,1,1,1,1,1,1,148.5439911,53.74
M3G20090210T233730,OP1B,12292,-69.49,-57.07,73.461,1,1,1,1,1,1,148.4799957,53.74
M3G20090211T003032,OP1B,283,109.83,8.558,123.152,0,1,1,1,0,0,148.8000031,53.79
M3G20090211T005812,OP1B,8514,-70.957,66.376,77.145,1,1,1,1,1,1,148.6719971,53.84
M3G20090211T011239,OP1B,19281,-70.694,-5.175,60.985,1,1,1,1,1,1,148.4799957,53.84
M3G20090211T022832,OP1B,283,108.755,8.37,123.091,0,1,1,1,0,0,148.8000031,53.89
M3G20090211T030732,OP1B,1316,-71.769,50.783,69.329,1,1,1,1,1,1,148.5439911,53.93
M3G20090211T030946,OP1B,11400,-71.759,18.078,59.69,1,1,1,1,1,1,148.5439911,53.93
M3G20090211T032906,OP1B,7754,-71.782,-31.418,62.619,1,1,1,1,1,1,148.4799957,53.93
M3G20090211T034215,OP1B,7327,-71.184,-70.623,79.877,1,1,1,1,1,1,148.6080017,53.93
M3G20090211T042632,OP1B,283,107.682,8.192,123.031,0,1,1,1,0,0,148.8000031,53.98
