Wavelength (nm),KRC1,OP1b_H4_GT,K-EFF_1-O3,K-EFF_1-O4,K-EFF_1-O5,K-EFF_1-O6,K-EFF_1-O7,K-EFF_1-O8,K-EFF_1-O9,K-EFF_1-O10,K-EFF_1-O11,K-EFF_1-O12,K-EFF_1-O13,K-EFF_1-O14,K-EFF_1-O15,K-EFF_1-O16,K-EFF_1-O17,K-EFF_1-O18,K-EFF_1-O19,K-EFF_1-O20,K-EFF_1-O21,K-EFF_1-O22,K-EFF_1-O23,K-EFF_1-O24,K-EFF_1-O25,K-EFF_1-O26,K-EFF_1-O27,K-EFF_1-O28,K-EFF_1-O29,K-EFF_1-O30,K-EFF_1-O31,K-EFF_1-O32,K-EFF_1-O33,K-EFF_1-O34,K-EFF_1-O35
1309.380005,0.98337,1.108367548,0.986518979,0.987509012,0.989233971,0.98426199,0.990207016,0.994176984,0.997612,0.992644012,0.998573005,0.999415994,0.999576986,1.00106895,1.003124952,1.004497051,1.003509998,1.003623009,1.003569007,1.00367105,1.004022956,1.003108025,1.002411962,1.000836968,1.000833035,0.998571992,0.997913003,0.997937024,0.997296989,0.997319996,0.997282982,0.998076975,0.997905016,0.997919977,0.998261988
1329.339966,0.985042,1.111016603,0.991124988,0.991786003,0.993829012,0.990194023,0.994530976,0.998575985,1.00177002,0.995571017,1.001798034,1.002462983,1.002694964,1.004117012,1.005496025,1.006963015,1.006484032,1.00562799,1.005501032,1.004973054,1.00541997,1.004832029,1.003973007,1.002642989,1.003139973,1.000825047,1.000592947,1.00061202,1.000172019,1.000149012,1.000105977,1.000115991,0.99970299,0.999670982,0.999366999
1349.300049,0.98248,1.108883292,0.991023004,0.991485,0.993771017,0.99001199,0.994502008,0.998133004,1.000975013,0.994266987,1.000134945,1.00050199,1.000830054,1.001965046,1.002346992,1.003980994,1.004042029,1.001991034,1.001808047,1.00068295,1.001253009,1.000745058,0.999956012,0.998999,0.999634027,0.997981012,0.998440027,0.998470008,0.998408973,0.998434007,0.998376012,0.998045981,0.997461021,0.997475982,0.996685982
1369.26001,0.982832,1.113460965,0.996285021,0.996240973,0.998935997,0.995899975,0.999949992,1.002822042,1.005447984,0.999624014,1.004896998,1.004999995,1.005316973,1.006196022,1.00554502,1.007228017,1.007840037,1.00484097,1.004570007,1.003080964,1.003805041,1.003334999,1.002797008,1.00226903,1.002778053,1.002114058,1.003113031,1.003106952,1.003584027,1.003510952,1.003484011,1.003072023,1.002478957,1.002475977,1.001538992
1389.219971,0.982224,1.112798781,0.997765005,0.997408986,1.000221014,0.99820298,1.001310945,1.003748059,1.005799055,0.999499023,1.004431963,1.004245043,1.004691958,1.005272031,1.004019976,1.005586028,1.006553054,1.003489017,1.003311038,1.001798034,1.002313018,1.002544999,1.002200961,1.002604008,1.003525972,1.003607988,1.004667997,1.004706979,1.005244017,1.005177975,1.005195975,1.004160047,1.003844976,1.00385797,1.003028035
1409.189941,0.979894,1.108048813,0.996488988,0.996083021,0.998476028,0.996468008,0.998840988,1.001690984,1.002977967,0.994756997,0.999365985,0.999009013,0.999388993,0.999666989,0.998414993,0.999087989,1.000355005,0.998071015,0.998134017,0.996563017,0.996626973,0.998373985,0.997762978,0.999351025,1.001255035,1.00158,1.002128959,1.00209403,1.002320051,1.002302051,1.002300024,1.000048041,1.000172973,1.000154972,0.999752998
1429.150024,0.974981,1.102035265,0.993054986,0.99247998,0.994822025,0.992610991,0.995037019,0.997250021,0.998010993,0.990227997,0.993668973,0.993049979,0.993337989,0.993237972,0.991343975,0.991659999,0.99316299,0.991029024,0.991162002,0.98960799,0.989566982,0.991362989,0.991082013,0.992834985,0.994202971,0.995401025,0.995872021,0.995835006,0.99613899,0.996127009,0.996155977,0.994867027,0.995229006,0.995245993,0.995425999
1449.109985,0.979352,1.109300266,1.001191974,1.000092983,1.002954006,1.003376007,1.003661036,1.004505038,1.004804969,0.999068975,1.001811028,1.000975013,1.001413941,1.001124978,0.998851001,0.998934984,1.000440001,0.998760998,0.998884022,0.997988999,0.997774005,0.999361992,0.999619007,1.001477003,1.002120018,1.003913999,1.004171014,1.004168987,1.004438043,1.004456043,1.004523993,1.004433036,1.004907966,1.004917026,1.00563395
1469.069946,0.976063,1.103774388,0.998481989,0.997362018,1.00009501,0.999773979,1.000630021,1.000767946,1.000275016,0.994946003,0.996406019,0.995375991,0.995725989,0.994994998,0.992516994,0.992190003,0.993699014,0.992482007,0.992613018,0.992039025,0.991730988,0.992892027,0.993521988,0.994973004,0.994745016,0.996803999,0.996824026,0.996779978,0.99701798,0.997075021,0.997105002,0.998216987,0.998663008,0.998649001,0.999668002
1489.030029,0.983358,1.111979757,1.007861018,1.006592035,1.009114981,1.009518981,1.009567022,1.009210944,1.008247018,1.003929019,1.00414598,1.002974033,1.00325501,1.002336979,0.999940991,0.999118984,1.000421047,1.000061035,1.000218987,1.000473022,1.000000954,1.000681043,1.001526952,1.00256598,1.001749039,1.00346005,1.003087997,1.003043056,1.003044009,1.003105998,1.003134012,1.004791975,1.005092978,1.005066037,1.005992055
1508.98999,0.980387,1.107342462,1.006674051,1.005228043,1.007315993,1.008339047,1.007377028,1.006786942,1.005285025,1.001343012,1.00040102,0.999176025,0.999293983,0.998207986,0.996261001,0.994782984,0.995760977,0.996470988,0.996702015,0.997307003,0.99674499,0.997120023,0.997861981,0.998287022,0.997249007,0.998161972,0.997435987,0.997424006,0.997088015,0.997169018,0.997123003,0.998530984,0.998591006,0.998547971,0.999036014
1528.959961,0.979926,1.096299522,0.999889016,0.998731971,1.000226021,0.998894989,0.999333978,0.998735011,0.996523976,0.992138982,0.989688993,0.988388002,0.988334,0.986999989,0.985449016,0.983663023,0.984293997,0.98576802,0.986001015,0.986917019,0.986416996,0.98617202,0.986856997,0.986474991,0.985156,0.985248983,0.984431982,0.984426975,0.98397702,0.984032989,0.98398298,0.984930992,0.984686971,0.984652996,0.984538972
1548.920044,1.009328,1.121988448,1.027189016,1.025501966,1.026466966,1.025653958,1.02531302,1.023910046,1.021077991,1.017810941,1.01444602,1.013118982,1.013018966,1.011594057,1.010403037,1.00849998,1.008687019,1.010761976,1.010885954,1.012326002,1.011960983,1.010786057,1.011515021,1.010236979,1.008548975,1.007850051,1.007163048,1.007164001,1.006775022,1.006791949,1.006750941,1.007266045,1.006746054,1.006716013,1.006003976
1578.859985,1.015938,1.120069551,1.030964971,1.028630018,1.028756022,1.029139042,1.027145028,1.024976015,1.021327019,1.019628048,1.015311956,1.014114022,1.01394701,1.012631059,1.012393951,1.010491967,1.009910941,1.012694001,1.012665987,1.014574051,1.014469028,1.012352943,1.012799025,1.010625005,1.009192944,1.007372022,1.007097006,1.007107019,1.006935954,1.006886959,1.006870985,1.006122947,1.005491972,1.005476952,1.00433898
1618.790039,1.014,1.110074672,1.027657032,1.025192976,1.024456024,1.02559495,1.021172047,1.019667029,1.015450954,1.014703989,1.009523988,1.008782029,1.008404016,1.007475019,1.009135008,1.007153034,1.00565505,1.009081006,1.008999944,1.010699034,1.01086998,1.008996964,1.008473992,1.006384969,1.006677032,1.003970027,1.004235983,1.004240036,1.004307032,1.004227042,1.004220963,1.001750946,1.001603961,1.001590967,1.001088977
1658.709961,1.006574,1.093708738,1.018751979,1.016348004,1.015010953,1.016438007,1.009873033,1.009037971,1.004412055,1.004709005,0.999427021,0.999220014,0.998772025,0.998479009,1.001626015,1.00020504,0.99812001,1.001052022,1.000905037,1.001865983,1.00225997,1.001379967,1.000152946,0.999292016,1.001250982,0.999347985,1,1.000018001,1.000342965,1.00028801,1.000331044,0.99841702,0.998880982,0.998893976,0.999652028
1698.630005,1.003153,1.078949143,1.011394978,1.009302974,1.007609963,1.009091973,1.001176953,1.000223994,0.995396972,0.997476995,0.991805017,0.992034972,0.991569996,0.991701007,0.994988024,0.994946003,0.992888987,0.993651986,0.993351996,0.993053973,0.993739009,0.993414998,0.992398977,0.992641985,0.994275987,0.994776011,0.995824993,0.995811999,0.996463001,0.996481001,0.996526003,0.997914016,0.998434007,0.998417974,0.999643981
1738.560059,1,1.064783675,1.004994035,1.003353953,1.001034021,1.001728058,0.993299007,0.992954016,0.988247991,0.990840971,0.985653996,0.986335993,0.985863984,0.986531019,0.989589989,0.990631998,0.989072025,0.988093019,0.987839997,0.986572027,0.987125993,0.988150001,0.987489998,0.989084005,0.990208983,0.992281973,0.992675006,0.992649019,0.992834985,0.992915988,0.992920995,0.995294988,0.995416999,0.995424986,0.99566102
1778.47998,1.01341,1.069174469,1.015720963,1.014328003,1.01138401,1.011626959,1.00256896,1.003000975,0.998759985,1.001881003,0.99791503,0.999032021,0.998659015,0.999741971,1.002277017,1.004101992,1.003345013,1.001199961,1.001163006,0.999342978,0.999394,1.001700044,1.001569986,1.003873944,1.004263997,1.006376982,1.005681992,1.00563097,1.005041957,1.005136013,1.005110979,1.005627036,1.005239964,1.005282998,1.004220963
1818.400024,1.012275,1.061082757,1.013715982,1.012568951,1.009660959,1.009920001,1.001060963,1.001052976,0.997677982,1.002835989,0.999885023,1.00118804,1.000949025,1.002146959,1.002856016,1.005496979,1.005815029,1.00237596,1.002361059,1.000641942,1.000476003,1.001981974,1.002841949,1.004008055,1.002452016,1.003847957,1.00297904,1.002959967,1.002436996,1.002454042,1.002403021,1.001539946,1.000975966,1.001005054,0.999927998
1858.329956,1.011904,1.054618385,1.012397051,1.011230946,1.008430004,1.008820057,1.000849009,1.000180006,0.998093009,1.005614996,1.004212976,1.00552702,1.005578041,1.00672996,1.005581021,1.008494973,1.00979197,1.006075978,1.006080031,1.005144,1.00484705,1.004747033,1.006229043,1.005612969,1.002946019,1.002846956,1.002464056,1.00247705,1.002504945,1.002446055,1.002447009,1.001235008,1.001016974,1.001039982,1.001153946
1898.25,1.003227,1.038788916,1.003133059,1.002064943,0.999364018,1.00089705,0.992561996,0.992214024,0.991306007,0.998112977,0.998924017,1.000200033,1.000440001,1.001456976,0.999427974,1.001340032,1.003098011,1.001173019,1.001394033,1.001667976,1.001134038,1.000447035,1.001415968,0.999924004,0.998633027,0.996653974,0.996659994,0.996681988,0.996963978,0.996888995,0.996910989,0.995908022,0.996280015,0.996302009,0.997380018
1938.180054,1.000425,1.027744952,0.997792006,0.996917009,0.993988991,0.995030999,0.988053977,0.988435984,0.988851011,0.993878007,0.99654597,0.997610986,0.997898996,0.998494029,0.996146977,0.996473014,0.99823302,0.998679996,0.999077976,1.000301957,0.999737024,0.99879998,0.998780012,0.997213006,0.997946978,0.995498002,0.995920002,0.99594003,0.996299982,0.996290028,0.996330976,0.996833026,0.997309029,0.997318983,0.998058021
